 54.5071401447,-2.8840750828,461.57,2016-06-05 05:52:07
 54.5073610079,-2.8839382064,468.30,2016-06-05 05:52:37
 54.5076219365,-2.8838443290,474.55,2016-06-05 05:53:07
 54.5078077633,-2.8836337756,480.80,2016-06-05 05:53:37
 54.5080334879,-2.8833571728,487.53,2016-06-05 05:54:07
 54.5082800835,-2.8831316996,492.81,2016-06-05 05:54:37
 54.5084332209,-2.8828628082,499.54,2016-06-05 05:55:07
 54.5085323788,-2.8825900611,506.75,2016-06-05 05:55:37
 54.5086086541,-2.8822590597,513.48,2016-06-05 05:56:07
 54.5087275933,-2.8819916770,519.73,2016-06-05 05:56:37
 54.5088284276,-2.8817263898,527.42,2016-06-05 05:57:07
 54.5089819003,-2.8814835660,532.71,2016-06-05 05:57:37
 54.5091416594,-2.8811774589,537.99,2016-06-05 05:58:07
 54.5092432480,-2.8809005208,544.24,2016-06-05 05:58:37
 54.5093308389,-2.8806276899,551.45,2016-06-05 05:59:07
 54.5094301645,-2.8802566230,558.18,2016-06-05 05:59:37
 54.5094988961,-2.8799906652,563.47,2016-06-05 06:00:07
 54.5096182544,-2.8797706403,566.83,2016-06-05 06:00:37
 54.5097715594,-2.8793835640,571.64,2016-06-05 06:01:07
 54.5096291509,-2.8790487070,577.89,2016-06-05 06:01:37
 54.5094877481,-2.8786376584,584.14,2016-06-05 06:02:07
 54.5091201179,-2.8780702874,590.39,2016-06-05 06:02:37
 54.5087781362,-2.8775397968,595.19,2016-06-05 06:03:07
 54.5086747035,-2.8771898523,600.48,2016-06-05 06:03:37
 54.5085738692,-2.8768189531,606.25,2016-06-05 06:04:07
 54.5083988551,-2.8765178751,612.02,2016-06-05 06:04:37
 54.5081806742,-2.8762498219,617.30,2016-06-05 06:05:07
 54.5080634113,-2.8759143781,623.07,2016-06-05 06:05:37
 54.5079619065,-2.8755983803,629.32,2016-06-05 06:06:07
 54.5078245271,-2.8752784431,635.09,2016-06-05 06:06:37
 54.5077801030,-2.8749882616,641.34,2016-06-05 06:07:07
